73495B48481E673AD8D7578764C9EC98,66DA261DA2E0305435786C152085CCC2,VTS,2013-01-01 22:38:00,CSH,13,0.5,0.5,0,0,14
84888E642BC18ADDE60FD58AEB32988F,B75E4AA21928ED9F8D3A6D1D9BE6FDDD,VTS,2013-01-05 01:02:00,CRD,16.5,0.5,0.5,3,0,20.5
B9139EC3A30D756DA319F00B3692A302,0D3990B4C4A72F7D66E1120FBA734DC2,CMT,2013-01-02 16:18:31,CSH,4,1,0.5,0,0,5.5
546F967BDF8B5BF5866030CBEC05A5AD,DCD59CC7D99E043641476BA3DF8BB841,VTS,2013-01-17 16:45:00,CSH,10,1,0.5,0,0,11.5
4D537A6203535DC996A76CB5BD41847C,600B03B6FC7DF50E52C39DDD511976A0,CMT,2013-01-31 07:39:26,CSH,3.5,0,0.5,0,0,4
00377E15077848677B32CE184CE7E871,3251A220F065378A4E35BE26E611DA8D,VTS,2013-01-22 20:33:00,CRD,9,0.5,0.5,1.9,0,11.9
F7F570E1A4FB56F811260B181653D91A,3506FB81DB6ABA707591162E40450ABF,CMT,2013-01-30 13:16:56,CSH,12.5,0,0.5,0,0,13
1935F642E3E779EA484F5A803AA91BF0,28B9C04D77751FBDA21967476DEE30D4,VTS,2013-01-03 07:25:00,CSH,25,0,0.5,0,0,25.5
7A88CCCFADB60A9809B2DB8C0100F3E4,F7552BBDE34F5C8313A68FCFBD7B4273,VTS,2013-01-06 17:45:00,CSH,4.5,0,0.5,0,0,5
0781677ADD121C0A9EAA66F5E17F88B3,D2216FC598ADDBCF7B819C974CAF610C,VTS,2013-01-26 11:32:00,CRD,9,0,0.5,1.5,0,11
673FB8D38798B9F5B7D586F070919B1D,3DA8DE09D906A1DE05F242D923053941,VTS,2013-01-04 18:07:00,CSH,6.5,1,0.5,0,0,8
861E45B4564AD304CCE697D477CEE627,EAE136A341E61A8CB3AD0F0B57CB9942,CMT,2013-01-18 20:48:25,CRD,10,0.5,0.5,2.2,0,13.2
DFC68486EF21067186E4D0C2AC254B1E,783C504CFE496930BCC6AD4B435D8AEE,CMT,2013-01-22 17:39:05,CSH,7.5,1,0.5,0,0,9
9A75AA2D60A77061B71AD4E96341AAF3,D996D871E8868A733DA371ECC73B3ED0,CMT,2013-01-30 21:53:05,CRD,14,0.5,0.5,3,0,18
C8C8C23D652A5708F7D816E314423EDD,28FA0EF99399E876B2C31EC386F8019E,CMT,2013-01-18 21:40:04,CSH,5.5,0.5,0.5,0,0,6.5
02C07FB6B35EFD8A44E33F4400E30731,72216EB831419B4632109243562C09C8,CMT,2013-01-22 13:20:48,CRD,3,0,0.5,1,0,4.5
F24D9AC02C79283CA39497C183059521,14BB2F4F4ED1B8D4B810BCB3F619DCE4,VTS,2013-01-05 10:11:00,CSH,7,0,0.5,0,0,7.5
C0CCA061A630C33F7739A7EE0714E2F8,E1B595FD55E4C82C1E213EB17438107A,VTS,2013-01-17 16:49:00,CSH,8,1,0.5,0,0,9.5
6918CC99D9CD1BF81AB8D8C4D86CE334,A157C29D18D81980504DBD08778EDAFA,CMT,2013-01-09 18:17:07,CSH,6.5,1,0.5,0,0,8
C8AA67637CCD9E1AA8590D61ACFDF69C,C38854FAB3DB9B422CF6E3F88A666835,CMT,2013-01-04 02:17:02,CRD,15.5,0.5,0.5,3,0,19.5
36A57C4B8EE3EA9156F84DF7A1AE2791,668859A0F74A9881AE6ED15941E2C42E,CMT,2013-01-17 20:04:58,CRD,4,0.5,0.5,1,0,6
3519845B181E2C0C603FF23A320A1718,6E11210102C3DF04DC8BB7CB65AD00C9,CMT,2013-01-09 18:07:39,CRD,20,1,0.5,4.3,0,25.8
802C09EFBC24455904BB1E6244415908,73404A9901EF7F201FE14A9779A3513C,CMT,2013-01-19 02:26:51,CRD,8.5,0.5,0.5,1,0,10.5
7C1F3E8956CC8C2F3BA1F15DC85747FA,91E07A752E1C25D10F5AE398B14B4476,VTS,2013-01-17 08:36:00,CRD,32.5,0,0.5,5,0,38
F6C5D5BE662CD7F8E739D9606642D24F,9F6D4AB35CABF270592D08B0E1B6D61A,CMT,2013-01-24 19:24:57,CSH,9,1,0.5,0,0,10.5
5EDC3800234257AF649CA8DB982CA00C,227138E1016B897B4061BB80E9881E8A,CMT,2013-01-28 20:35:28,CRD,19.5,0.5,0.5,6.15,0,26.65
D5E3EDE8B89E9154A46D14775C8DCBC3,5101210B73A0E033D1509B3E487C929C,CMT,2013-01-01 06:50:30,CRD,8,0,0.5,2.55,0,11.05
CD910B4094FF6087DAB74C49EBDCB20B,B71ABEADDE84277F13E89CFC0D335EEE,CMT,2013-01-28 07:44:42,CRD,9.5,0,0.5,2,0,12
813019F48F723BC44A73B5F21B98F730,46BA1F49656920C2FEC339CE1D51278A,VTS,2013-01-26 16:33:00,CRD,3.5,0,0.5,1.05,0,5.05
C88C94D77AAA5A36D2AF547671CF1963,D196D60711A4BE2466F40C5D2C31A02C,CMT,2013-01-28 19:59:58,CRD,6,0.5,0.5,1,0,8
7DE14C9C41E16CED77CA7EEA905122EA,D25F3867C74D95B0B1F0D128BA1B1858,CMT,2013-01-27 12:17:48,CSH,4.5,0,0.5,0,0,5
AF2AFE150933A35516D44836E1A37299,56A30ED494CDA6AD02C5B2F77A6CE80C,VTS,2013-01-16 18:25:00,CRD,12,1,0.5,3.25,0,16.75
841C9AC0D0A40C9EE661BEE9BDA5E3EA,642F39616115312483D3B60D3D08FE11,CMT,2013-01-08 09:07:26,CSH,12.5,0,0.5,0,0,13
FCA03DFDEACC34617F65E2B0D30A1ADB,BAEC454646DD96862C1B080EA8127955,VTS,2013-01-26 21:54:00,CSH,13,0.5,0.5,0,0,14
B1D2DCC51A1C8DE4F6C985B00DFA6CC7,54C47775DEAA465EA725588D362C2B92,VTS,2013-01-08 09:36:00,CRD,4.5,0,0.5,0.75,0,5.75
0164F1BA04FE68BEF694DC338B0FB837,F4E7814DED7D218DE747EC89155CD1B7,VTS,2013-01-03 16:27:00,CSH,13.5,1,0.5,0,0,15
C38A76F1FD999C60C372A400C9F01886,27B041361D07EE9FAD1F51C099204E18,CMT,2013-01-20 18:46:59,CRD,12,0,0.5,0.1,0,12.6
B25FBA41AF651FC5B482FF236119E2F7,1AA7DD4B1E72F100D8327BCE7E030DF0,VTS,2013-01-27 00:10:00,CRD,8,0.5,0.5,1.7,0,10.7
3776448AA239E82B72385CEBACFA9293,E4AE5D25B0FAF18A67AEBB087B1B02AF,CMT,2013-01-12 23:40:31,CSH,32.5,0.5,0.5,0,0,33.5
237A2696AB1B0BA9D4159E66B3809F2B,15B33366F6D0C4B140CA059B6C7A2F9B,VTS,2013-01-06 11:27:00,CRD,7.5,0,0.5,1.5,0,9.5
EDB5E91C82677A3F9B0AD4678DD74FB8,5974CCF68C5164D3AB2873F038F5A377,CMT,2013-01-28 19:17:28,CRD,5,1,0.5,1.3,0,7.8
B837A0D9186396171CFC1AB9EEAE949A,060DBEEC26F6E26E866EB0BA19CA6A25,VTS,2013-01-07 09:42:00,CRD,7,0,0.5,2,0,9.5
9BAD1E076BF322FC2DB7358F7A4E9BE4,A4C847443B1F10548C60C58C54525C77,VTS,2013-01-17 12:17:00,CRD,32.5,0,0.5,6.5,4.8,44.3
E7C49B0A85D992BF1F5659C160B7FD7F,712A6300988C0CF45410A1AF20375A0D,CMT,2013-01-19 01:38:47,CSH,9,0.5,0.5,0,0,10
2084C667B25600300BD2ADC328692E73,D8F708032B1A52287489DB7CDE8C7B26,VTS,2013-01-02 23:29:00,CSH,5,0.5,0.5,0,0,6
6921611CD6A55CF2E59371F807A9F28B,949628F832618906FED68E15CCA6588A,VTS,2013-01-16 15:01:00,CRD,11.5,0,0.5,2.88,0,14.88
AD2F02CE94C1F94E8B28CD7D3CE09553,FC6196D410AB539F2EDAB4208CE6BABF,CMT,2013-01-12 03:08:45,CRD,13,0.5,0.5,2.8,0,16.8
78E06831244A9C89D8D3D749D62C73DD,382701672F92461A046980ABF0A8045F,VTS,2013-01-13 16:35:00,CRD,12,0,0.5,1.5,0,14
58506B3A349BAF8CADBD52C97696CA8A,9D27CAA3DFF8303EBC2BA6EF7CD8557F,VTS,2013-01-23 16:20:00,CRD,11,1,0.5,1.5,0,14
2A4681196DB5419EB816DFE971E070A5,D30349FEA5BA9FB7FE82B56CE7689178,CMT,2013-01-09 17:28:20,CSH,4.5,0,0.5,0,0,5
1DBF72F3EF01C8F411D2B97E064A5601,8606E44CE4E85672901224DF536206A9,VTS,2013-01-23 20:10:00,CSH,5.5,0.5,0.5,0,0,6.5
826C0A320CFC98F461EA887C2F9D1509,AB97FEEAF9D7C32566773EA33D18E4AA,CMT,2013-01-15 12:01:30,CRD,4.5,0,0.5,1,0,6
059780662381FB265803A3B63F366E6D,F802E98347E9520CC272C251A749D77F,CMT,2013-01-31 15:47:12,CRD,39,0,0.5,0,4.8,44.3
FA4B4883D9AD7B4F602E5D1137B6A187,4CC7678E54714BF6607798D754193B84,CMT,2013-01-04 07:45:49,CRD,17.5,0,0.5,3.6,0,21.6
8C3DB699DA9D5A86780602001DF0892D,5A2889B971B2406922F79FE3B0DD858F,CMT,2013-01-19 18:18:25,CRD,16,0,0.5,3.3,0,19.8
95F7EA4AD27843DC2682D561FC848856,B0DA351EF5E5E342650D867F132E3DF0,VTS,2013-01-04 12:50:00,CRD,17.5,0,0.5,3.5,0,21.5
8C00FBD3EABF7B65D4992C9A916AF90F,A046BAAF8DCD4D0A0B7C10E348D0CDD5,VTS,2013-01-12 11:06:00,CRD,4,0,0.5,1,0,5.5
58EDD02C5AD767DAFFEFFA1536A0F948,6C6A08ABA1957A9CCB5BE9F050B66807,CMT,2013-01-21 21:37:46,CSH,11,0.5,0.5,0,0,12
9FF5DC004DC1ED3012C23840CC1E3629,E8FEF72C6CD7367AFE720F915FC7FC32,CMT,2013-01-23 18:28:14,CRD,43,1,0.5,9.86,4.8,59.16
8A5D3960BFEC84E4AFB95F635FFB1217,1777328471A4CA1E5255E60F37FC7CEE,VTS,2013-01-26 20:33:00,CRD,13,0.5,0.5,2.7,0,16.7
DC1BD2B0B0BE3A6513F54B8138FD9F6A,000B8D660A329BBDBF888500E4BD8B98,CMT,2013-01-12 04:16:11,CSH,12.5,0.5,0.5,0,0,13.5
671165D7C5488407C9F9D976826C694C,CC998826ADAEDD02B9FE683814088967,VTS,2013-01-27 18:38:00,CRD,19,0,0.5,2,4.8,26.3
082AE0EDA31D370CBD83172C10B80697,EF66D1E7946C82028054B364D1D0470A,VTS,2013-01-29 10:42:00,CSH,5.5,0,0.5,0,0,6
BCEB2F048FCA6F2DB11E275E6B892E15,C8C7EC14071690D209D1DC7529D01D6A,VTS,2013-01-28 18:58:00,CSH,17,1,0.5,0,0,18.5
CD889490B0FD5AA03DBF444E1F1C93AC,39F72F358259C961B53826E40AFA2797,CMT,2013-01-22 16:48:03,CSH,28,1,0.5,0,0,29.5
A8086538D6FD2C29D0F56360CB8034A8,A830975C9452D122D37FCED073DAB996,CMT,2013-01-25 23:56:40,CSH,4.5,0.5,0.5,0,0,5.5
37E179EA8676577E99A374652E002E3A,8D36B4B1338F03B29F00C607421A2029,CMT,2013-01-26 20:22:09,CRD,16.5,0.5,0.5,4,0,21.5
B0BA39D390D7A9FA1939FF4666EBF25D,3C89DD4433CB2626873548A35BE72320,CMT,2013-01-18 20:47:47,CSH,5,0.5,0.5,0,0,6
41CB69FD9A5A9E00AE9DA680B966B978,2F52E2ABF53882DFAA9B435621C86042,CMT,2013-01-24 22:37:58,CRD,7.5,0.5,0.5,1,0,9.5
51EA25825FE9F46A3F89898C8BB9DC97,D79E1AB482440998E090933C4A149060,CMT,2013-01-17 06:46:28,CRD,7,0,0.5,1.5,0,9
54A0206BB6609ED155E11C79FD5C155D,C42881DA69FAB97F7842CD182F60BD8E,CMT,2013-01-06 10:50:36,CSH,8.5,0,0.5,0,0,9
BB10C0EF407ABF997894ADE46142A932,7EA2239BDB5C68E603E33E9D75F998C8,CMT,2013-01-08 07:42:09,CRD,8,0,0.5,2,0,10.5
1774A78117EC72526E9D25B40B115A88,446136FB64502043FCDA9E7D69A83FAE,VTS,2013-01-26 18:49:00,CRD,11,0,0.5,2,0,13.5
EA4399E7E93266FC43DC917256D3957C,4E221F4FABAE9CC74873E31BDBFAE3A7,CMT,2013-01-20 09:29:58,CSH,9,0,0.5,0,0,9.5
419FD46C50CFA0CFD57170AC0D580310,C1AE8E08AA595C8D2550B86677B7DC14,CMT,2013-01-21 16:48:07,CRD,8,0,0.5,1.5,0,10
B35AFCB3D9E30790A0233F2F824D505B,80C4140E2FE178B8549FE2825D49238F,CMT,2013-01-01 02:50:36,CRD,9.5,0.5,0.5,1,0,11.5
4E9A475A4114E192E07BE354E36C1B60,0930B7409E1C3CB630EA93E9D5DC3D5B,VTS,2013-01-31 14:45:00,CSH,18.5,0,0.5,0,0,19
90908E9C2CFDB99320D74D02DDDA56FA,8058866EF9A842EE13FBFA4EFFB7A2B8,CMT,2013-01-26 13:46:51,CRD,17.5,0,0.5,5.4,0,23.4
6BF0AEAABAC2625689139762FD6B7131,4BADAEE57FED5610012A296273158F5F,CMT,2013-01-15 06:42:20,NOC,3,0,0.5,0,0,3.5
74699E1E1AA4EA1A75ABFF85DC8ADE5D,FD7AF9EEC4CFBBFDBBDC8D635B48C08C,VTS,2013-01-24 21:36:00,CRD,13,0.5,0.5,2.7,0,16.7
A4AAADCE2C0EF86ECA81EC64A56CF543,E89365620C76B583A0E8D71C7010AD5E,VTS,2013-01-17 17:51:00,CRD,15.5,1,0.5,3.3,0,20.3
4C1DBFF624199F5F99A8CB22FFC9172D,BCC52F54AC0D0E3A13A47DF38E29D2BD,VTS,2013-01-26 01:34:00,CRD,8,0.5,0.5,1,0,10
D20B011B18AF4BE7C20327387C71B7DC,DC6A9E6F09D2733FFA1E7FA1339E3D15,CMT,2013-01-01 00:22:22,CSH,10,0.5,0.5,0,0,11
C60B9174983D3C343F0BFD27E29CC39C,036E23C2E7BC89F03B320CC269360F21,VTS,2013-01-06 11:28:00,CSH,7,0,0.5,0,0,7.5
0B16E7513D27A11389828D80B601AAE1,359298C254649AC71D8CB91878C75B5A,CMT,2013-01-27 23:22:39,CRD,8,0.5,0.5,0,0,9
25C658F4C40A8699C1A363391813FB7A,81B1FAF513B759CFC3560F51C68E40C1,VTS,2013-01-17 10:09:00,CSH,5.5,0,0.5,0,0,6
890699222C47C09FBC898758CEC69762,8E248152C975A87FA84B1973D352ED17,CMT,2013-01-01 17:41:00,CSH,22,0,0.5,0,0,22.5
DE30A71DAE23DCBD2C5B5F176E5445E7,EA39C917B4E831A533CF4C7EDCE62896,VTS,2013-01-13 01:41:00,CRD,8,0.5,0.5,1.7,0,10.7
440900089FF528A873424DED689C77A3,D1B401595AE0B53CEB8051EF8665C356,CMT,2013-01-27 11:52:36,CRD,5.5,0,0.5,1.2,0,7.2
26FC1764E8F96A8233F8C77F21D4161A,D8295824F8107DA51CD6E98300F2CA65,CMT,2013-01-24 10:29:28,CSH,9.5,0,0.5,0,0,10
F7F305E5D26B6A1A3940BE0CACF495D5,39C01E89F4EA31DBAC3BCD86ECE5E9CE,VTS,2013-01-18 08:32:00,CRD,17.5,0,0.5,2,0,20
24B947E1319F6ADBC55FB4B218FE4CC9,5F3AC6FD6B38F18E26F1E285EECAEA68,CMT,2013-01-20 05:08:26,CRD,7.5,0.5,0.5,1.7,0,10.2
E6AC2A08F1E0EBC4DA52447FAD43BDD4,58E1DF852CE02524D69BCB8CF8A328EB,VTS,2013-01-20 23:10:00,CSH,7.5,0.5,0.5,0,0,8.5
A7EA82551C3F649F81131138234D5167,C4E07B8C06FAB8E540BECE2DDCDFE6BA,CMT,2013-01-04 09:23:20,CSH,21.5,0,0.5,0,0,22
7E214B3CA7914BFB3B79D44A09A780D4,98F40284FDEF7A58B6CA0C4FDB1A82E6,CMT,2013-01-26 22:57:22,CRD,20,0.5,0.5,1,0,22
65AAEF7531035DCE9EF730D00EA64BD1,B10456E1D49A123D206D6954F7A837B1,CMT,2013-01-05 02:45:31,CRD,5.5,0.5,0.5,1.3,0,7.8
511957E1A518A08DE74F0E7A35B3DE71,BDD94655B39D0CDC1EBD15EAFCEE10F8,CMT,2013-01-01 03:01:07,CSH,17.5,0.5,0.5,0,0,18.5
A99372863CE950216DBE59449A88DC85,C208DCBBCE76E5865D79052B2AD793D4,CMT,2013-01-31 18:19:52,CSH,13.5,1,0.5,0,0,15
